0	1520546457.76	289.0
1	1520546504.71	289.0	5389512.0
2	1520546505.19	288.0
3	1520546505.25	289.0
4	1520546505.3	289.0
5	1520546505.31	289.0
6	1520546505.34	289.0
7	1520546505.35	289.0
8	1520546505.39	289.0
9	1520546505.4	289.0
10	1520546505.41	289.0
11	1520546505.41	289.0
12	1520546507.08	289.0
13	1520546507.1	289.0
14	1520546507.12	288.0
15	1520546507.21	289.0
16	1520546507.21	289.0
17	1520546507.23	289.0
18	1520546507.32	289.0
19	1520546507.34	289.0
20	1520546507.36	288.0
21	1520546507.38	289.0
22	1520546507.43	342.0
23	1520546507.47	288.0
24	1520546507.48	289.0
25	1520546507.49	289.0
26	1520546507.5	289.0
27	1520546507.55	289.0
28	1520546507.62	289.0
29	1520546507.69	289.0
30	1520546507.7	289.0
31	1520546507.7	289.0
32	1520546507.72	289.0
33	1520546507.76	289.0
34	1520546507.78	342.0
35	1520546507.78	289.0
36	1520546507.78	289.0
37	1520546507.85	289.0
38	1520546507.92	289.0
39	1520546507.93	289.0
40	1520546507.95	289.0
41	1520546507.97	289.0
42	1520546508.03	288.0
43	1520546508.06	342.0
44	1520546508.13	289.0
45	1520546508.14	289.0
46	1520546508.18	343.0
47	1520546508.26	289.0
48	1520546508.29	288.0
49	1520546508.3	289.0
50	1520546508.31	289.0
51	1520546508.31	289.0
52	1520546508.33	289.0
53	1520546508.33	289.0
54	1520546508.34	289.0
55	1520546508.35	343.0
56	1520546508.35	289.0
57	1520546508.44	289.0
58	1520546508.51	289.0
59	1520546508.53	289.0
60	1520546508.54	342.0
61	1520546508.55	343.0
62	1520546508.56	343.0
63	1520546508.57	289.0
64	1520546508.6	343.0
65	1520546508.6	289.0
66	1520546508.61	343.0
67	1520546508.64	289.0
68	1520546508.69	343.0
69	1520546508.7	289.0
70	1520546508.7	289.0
71	1520546508.72	1156.0
72	1520546508.72	289.0
73	1520546508.75	289.0
74	1520546508.75	289.0
75	1520546508.78	288.0
76	1520546508.79	342.0
77	1520546508.82	343.0
78	1520546508.84	343.0
79	1520546508.84	343.0
80	1520546508.84	343.0
81	1520546508.85	343.0
82	1520546508.85	343.0
83	1520546508.87	289.0
84	1520546508.87	343.0
85	1520546508.87	343.0
86	1520546508.88	343.0
87	1520546508.89	343.0
88	1520546508.89	343.0
89	1520546508.89	343.0
90	1520546508.91	343.0
91	1520546508.93	343.0	9853189.0
92	1520546508.93	343.0
93	1520546508.95	343.0
94	1520546508.97	343.0
95	1520546508.99	343.0
96	1520546509.01	289.0
97	1520546509.02	343.0
98	1520546509.02	343.0
99	1520546509.04	343.0
100	1520546509.06	343.0
101	1520546509.06	343.0
102	1520546509.06	343.0
103	1520546509.06	343.0
104	1520546509.07	343.0
105	1520546509.08	343.0
106	1520546509.08	343.0
107	1520546509.09	343.0
108	1520546509.09	343.0
109	1520546509.09	289.0
110	1520546509.09	343.0
111	1520546509.09	343.0
112	1520546509.09	343.0
113	1520546509.11	578.0	12023711.0
114	1520546509.11	343.0
115	1520546509.12	343.0
116	1520546509.13	343.0
117	1520546509.14	343.0
118	1520546509.15	343.0
119	1520546509.16	343.0
120	1520546509.19	343.0
121	1520546509.2	343.0
122	1520546509.21	343.0
123	1520546509.21	289.0
124	1520546509.22	289.0
125	1520546509.23	343.0
126	1520546509.24	289.0
127	1520546509.25	288.0
128	1520546509.26	288.0
129	1520546509.27	343.0
130	1520546509.27	343.0
131	1520546509.27	343.0
132	1520546509.28	343.0
133	1520546509.28	343.0
134	1520546509.29	343.0
135	1520546509.31	343.0
136	1520546509.31	289.0
137	1520546509.32	343.0
138	1520546509.33	289.0
139	1520546509.34	343.0
140	1520546509.35	343.0
141	1520546509.35	289.0
142	1520546509.36	343.0
143	1520546509.36	343.0
144	1520546509.39	343.0
145	1520546509.41	343.0
146	1520546509.43	343.0
147	1520546509.43	343.0
148	1520546509.44	343.0
149	1520546509.45	343.0
150	1520546509.45	343.0
151	1520546509.45	343.0
152	1520546509.46	289.0
153	1520546509.47	288.0
154	1520546509.47	343.0
155	1520546509.49	289.0
156	1520546509.5	289.0
157	1520546509.54	343.0
158	1520546509.55	289.0
159	1520546509.57	343.0
160	1520546509.59	289.0
161	1520546509.6	343.0
162	1520546509.68	289.0
163	1520546509.81	288.0
164	1520546509.82	343.0
165	1520546509.87	289.0
166	1520546509.92	288.0
167	1520546509.95	630.0
168	1520546510.07	343.0
169	1520546510.21	288.0
170	1520546510.31	289.0
171	1520546510.31	289.0
172	1520546510.32	288.0
173	1520546510.34	289.0
174	1520546510.43	289.0
175	1520546510.51	289.0
176	1520546510.52	289.0
177	1520546510.53	289.0
178	1520546510.62	331.0
179	1520546510.66	289.0
180	1520546510.72	289.0
181	1520546510.76	289.0
182	1520546510.78	289.0
183	1520546510.79	289.0
184	1520546510.84	288.0
185	1520546510.86	289.0
186	1520546510.9	289.0
187	1520546510.93	289.0
188	1520546510.95	343.0
189	1520546510.98	289.0	5858704.0	9682.0
190	1520546511.06	289.0
191	1520546511.08	289.0
192	1520546511.18	289.0
193	1520546511.23	289.0
194	1520546511.28	289.0
195	1520546511.28	289.0
196	1520546511.31	289.0
197	1520546511.33	289.0
198	1520546511.35	289.0
199	1520546511.38	288.0
200	1520546511.42	289.0
201	1520546511.43	289.0
202	1520546511.44	289.0
203	1520546511.5	289.0
204	1520546511.56	289.0
205	1520546511.82	289.0
206	1520546511.83	289.0
207	1520546511.86	343.0
208	1520546511.93	289.0
209	1520546511.98	289.0
210	1520546511.99	289.0
211	1520546512.02	289.0
212	1520546512.07	289.0
213	1520546512.22	289.0
214	1520546512.29	289.0
215	1520546512.36	289.0
216	1520546512.38	288.0
217	1520546512.39	289.0
218	1520546512.43	289.0
219	1520546512.65	289.0
220	1520546512.68	289.0
221	1520546512.69	289.0
222	1520546512.71	289.0
223	1520546512.75	289.0
224	1520546512.76	289.0
225	1520546512.84	289.0
226	1520546512.88	289.0
227	1520546512.9	343.0
228	1520546512.92	289.0
229	1520546512.94	289.0
230	1520546512.96	289.0
231	1520546513.0	289.0
232	1520546513.11	343.0
233	1520546513.14	289.0	10031089.0
234	1520546513.16	289.0
235	1520546513.19	289.0
236	1520546513.23	289.0
237	1520546513.24	289.0
238	1520546513.31	288.0
239	1520546513.44	289.0
240	1520546513.47	289.0
241	1520546513.48	289.0
242	1520546513.48	289.0
243	1520546513.49	289.0
244	1520546513.51	289.0
245	1520546513.57	289.0
246	1520546513.59	343.0
247	1520546513.72	289.0
248	1520546513.72	289.0
249	1520546513.77	289.0
250	1520546513.8	289.0
251	1520546513.87	289.0
252	1520546513.9	289.0
253	1520546513.9	289.0
254	1520546513.91	289.0
255	1520546513.94	289.0
256	1520546513.95	288.0
257	1520546514.01	288.0	8504506.0
258	1520546514.03	289.0
259	1520546514.09	289.0
260	1520546514.14	289.0
261	1520546514.14	289.0
262	1520546514.15	343.0
263	1520546514.16	289.0
264	1520546514.18	289.0	13864858.0
265	1520546514.24	289.0
266	1520546514.25	289.0
267	1520546514.25	288.0
268	1520546514.26	289.0
269	1520546514.26	289.0	10046653.0
270	1520546514.34	289.0
271	1520546514.35	289.0
272	1520546514.36	578.0
